Task ID	Locality	Task	Information	Requirements	Pts	Comp%
768	Misthalin: City of Um	Complete all of Rasial, the First Necromancer's combat achievements.	Complete all of Rasial, the First Necromancer's combat achievements.	Achievement: Rasial, the First Necromancer	150	<0.1%
1116	Misthalin: Varrock	Equip an igneous Kal-Zuk cape.	Equip an igneous Kal-Zuk cape.	99 Defence	150	<0.1%
693	Morytania	Take an easy companion through an easy route of Temple Trekking.	Complete an Easy Temple Trek.	Completion of In Aid of the Myreque	10	0.6%
694	Morytania	Craft your own snelm in Morytania.	Craft a snelm.	15 Crafting	10	25.2%
695	Morytania	Defeat a Werewolf in Morytania.	Defeat a Werewolf in Morytania.	N/A	10	41.6%
696	Morytania	Pass through the Holy barrier.	Pass through the Holy barrier.	Defeat a Ghoul (Paterdomus)	10	57.9%
697	Morytania	Enter through the western gate of Port Phasmatys.	Pass through the western gate of Port Phasmatys.	N/A	10	9.9%
698	Morytania	Activate the lodestone in Canifis.	Activate the Canifis lodestone.	Access to Morytania	10	57.5%
699	Morytania	Kill anything on the ground floor of the Slayer Tower.	Kill anything on the ground floor of the Slayer Tower.	1 Slayer	10	40.5%
700	Morytania	Using either a Silver Sickle or the Ivandis Flail, grow some fungus in the swamp using Bloom.	Cast Bloom using a blessed sickle or the Ivandis flail in Mort Myre Swamp.	18 Crafting	10	14%
701	Morytania	Defeat 5 Feral Vampyres in the Haunted Woods.	Defeat 5 feral vampyres in the Haunted Woods.	Access to Morytania	10	35.2%
702	Morytania	Use an ectophial to return to Port Phasmatys.	Use an ectophial to return to Port Phasmatys.	Completion of Ghosts Ahoy	10	13.2%
703	Morytania	Visit Dragontooth Island by boat.	Visit Dragontooth Island by boat.	Ghostspeak amulet	10	16%
704	Morytania	Complete the task set: Easy Morytania.	Complete the Easy Morytania achievements.	Achievement: Easy Morytania	30	0.1%
705	Morytania	Take a medium companion through a medium route of Temple Trekking.	Take a medium companion through a medium route of Temple Trekking.	Completion of In Aid of the Myreque	30	0.3%
706	Morytania	Visit Mos Le'Harmless.	Visit Mos Le'Harmless.	Partial completion of Cabin Fever	30	1.6%
707	Morytania	Visit Harmony Island.	Visit Harmony Island.	Partial completion of The Great Brain Robbery	30	<0.1%
708	Morytania	Visit the Everlight dig site.	Visit the Everlight dig site.	42 Archaeology	30	17.1%
709	Morytania	Finish a game of Werewolf Skullball.	Finish a game of Werewolf Skullball.	25 Agility	30	0.4%
710	Morytania	Defeat the six Barrows Brothers and loot their chest.	Defeat the six Barrows Brothers and loot their chest once.	N/A	30	17.6%
711	Morytania	Defeat the six Barrows Brothers and loot their chest. (100 times)	Defeat the six Barrows Brothers and loot their chest 100 times.	N/A	30	0.1%
712	Morytania	Equip a Barrows weapon.	Equip a barrows weapon.	70 Magic, 70 Attack, or 70 Ranged	30	3.2%
713	Morytania	Equip a piece of Barrows armour.	Equip a piece of barrows armour.	70 Defence	30	7.6%
714	Morytania	Equip a Salve Amulet (e).	Equip a salve amulet (e).	Completion of Lair of Tarn Razorlor (miniquest)	30	6.6%
715	Morytania	Make a batch of cannonballs in Port Phasmatys.	Make a batch of cannonballs in Port Phasmatys.	35 Smithing	30	1%
716	Morytania	Catch 10 Green salamanders.	Catch 10 Green salamanders.	29 Hunter	30	8.8%
717	Morytania	Complete the quest: Haunted Mine.	Complete Haunted Mine.	Quest: Haunted Mine	30	14%
718	Morytania	Harvest bittercap mushrooms in the farming patch near Canifis.	Harvest bittercap mushrooms in the farming patch near Canifis.	53 Farming	30	5.7%
719	Morytania	Complete the task set: Medium Morytania.	Complete the Medium Morytania achievements.	Achievement: Medium Morytania	30	<0.1%
720	Morytania	Take a hard companion through a hard route of Temple Trekking.	Take a hard companion through a hard route of Temple Trekking.	Completion of In Aid of the Myreque	80	0.1%
721	Morytania	Mine 30 Phasmatite.	Mine 30 phasmatite at Port Phasmatys south mine.	70 Mining	80	29.7%
722	Morytania	Defeat 25 Gargoyles.	Defeat 25 gargoyles.	75 Slayer	80	2.4%
723	Morytania	Defeat 35 Aberrant Spectres.	Defeat 35 aberrant spectres.	60 Slayer	80	7.1%
724	Morytania	Equip a full set of Ahrim's equipment, including the staff.	Equip a full set of Ahrim's equipment, including the staff.	70 Defence, 70 Magic	80	<0.1%
725	Morytania	Equip a full set of Dharok's equipment, including the greataxe.	Equip a full set of Dharok's equipment, including the greataxe.	70 Defence, 70 Attack	80	<0.1%
726	Morytania	Equip a full set of Guthan's equipment, including the warspear.	Equip a full set of Guthan's equipment, including the Guthan's warspear.	70 Defence, 70 Attack	80	<0.1%
727	Morytania	Equip a full set of Torag's equipment, including the hammer.	Equip a full set of Torag's equipment, including the hammer.	70 Defence, 70 Attack	80	<0.1%
728	Morytania	Equip a full set of Verac's equipment, including the flail.	Equip a full set of Verac's equipment, including the flail.	70 Defence, 70 Attack	80	<0.1%
729	Morytania	Equip a full set of Karil's equipment, including the 2h crossbow.	Equip a full set of Karil's equipment, including the 2h crossbow.	70 Defence, 70 Ranged	80	<0.1%
730	Morytania	Complete the quest: The Branches of Darkmeyer.	Complete The Branches of Darkmeyer.	Quest: The Branches of Darkmeyer	80	0.1%
731	Morytania	Burn 20 Blisterwood logs.	Burn 20 blisterwood logs.	76 Woodcutting, 76 Firemaking	80	<0.1%
732	Morytania	Fully level up all Temple Trekking companions.	Fully level up all Temple Trekking companions.	Completion of In Aid of the Myreque	80	<0.1%
733	Morytania	Catch 5 sharks in Burgh de Rott.	Catch 5 sharks in Burgh de Rott.	76 Fishing	80	<0.1%
734	Morytania	Complete the task set: Hard Morytania.	Complete the Hard Morytania achievements.	Achievement: Hard Morytania	80	<0.1%
735	Morytania	Defeat 30 Abyssal Demons.	Defeat 30 abyssal demons.	85 Slayer	150	0.2%
736	Morytania	Harvest 200 radiant energy from Radiant Wisps.	Harvest 200 radiant energy from radiant wisps.	85 Divination	150	0.1%
737	Morytania	Defeat 20 Celestial Dragons.	Defeat 20 celestial dragons.	Completion of One of a Kind	150	<0.1%
738	Morytania	Defeat Araxxi.	Defeat Araxxi once.	N/A	150	<0.1%
739	Morytania	Defeat Araxxi. (100 times)	Defeat Araxxi 100 times.	N/A	150	<0.1%
740	Morytania	Defeat the empowered Barrows Brothers.	Complete one Rise of the Six encounter.	N/A	150	<0.1%
741	Morytania	Defeat the empowered Barrows Brothers.	Complete 100 Rise of the Six encounters.	N/A	150	<0.1%
742	Morytania	Equip a Noxious Scythe.	Equip a noxious scythe.	90 Attack	150	<0.1%
743	Morytania	Equip a Noxious Staff.	Equip a noxious staff.	90 Magic	150	<0.1%
744	Morytania	Equip a Noxious Bow.	Equip a noxious bow.	90 Ranged	150	<0.1%
745	Morytania	Equip a full set of Linza's equipment, including the hammer and shield.	Equip a full set of Linza the Disgraced's equipment, including the hammer and shield.	80 Defence, 80 Attack	150	<0.1%
746	Morytania	Equip a full set of Akrisae's equipment, including the war mace.	Equip a full set of Akrisae the Doomed's equipment, including the war mace.	80 Defence, 80 Attack	150	<0.1%
747	Morytania	Equip a Malevolent Kiteshield.	Equip a malevolent kiteshield.	90 Defence	150	<0.1%
748	Morytania	Equip a Merciless Kiteshield.	Equip a merciless kiteshield.	90 Defence	150	<0.1%
749	Morytania	Equip a Vengeful Kiteshield.	Equip a vengeful kiteshield.	90 Defence	150	<0.1%
750	Morytania	Complete all the Everlight mysteries.	Complete all of the Everlight Dig Site mysteries.	98 Archaeology	150	<0.1%
751	Morytania	Obtain an Araxyte Pheremone drop.	Obtain an araxyte pheremone drop.	N/A	150	<0.1%
752	Morytania	Complete the task set: Elite Morytania.	Complete the Elite Morytania achievements.	Achievement: Elite Morytania	150	<0.1%
753	Morytania	Enter the Morytania Slayer Tower resource dungeon.	Enter the Morytania Slayer Tower resource dungeon.	95 Dungeoneering	150	<0.1%
757	Morytania	Read the book acquired from Roberta outside the Everlight porcelain clay mine.	Read On the Origin of Centaurs.	42 Archaeology	150	<0.1%
754	Morytania	Fully explore the history of the Everlight Dig Site.	Complete the Mastery - Everlight achievements.	98 Archaeology	150	<0.1%
755	Morytania	Complete all Araxxor and Araxxi combat achievements.	Complete all Araxxor and Araxxi combat achievements.	Achievement: Araxxor	150	<0.1%
756	Morytania	Complete the quest: River of Blood.	Complete River of Blood.	Quest: River of Blood	150	<0.1%
514	Elven Lands: Tirranwn	Cook a Rabbit in Tirannwn.	Cook a raw rabbit in Tirannwn.	1 Cooking	10	27.4%
515	Elven Lands: Tirranwn	Attempt to pass a leaf trap.	Attempt to pass a leaf trap.	N/A	10	36.2%
516	Elven Lands: Tirranwn	Use the Bank in Lletya.	Use the bank in Lletya.	N/A	10	33%
517	Elven Lands: Tirranwn	Charter a ship from Port Tyras.	Charter a ship from Port Tyras.	N/A	10	25.2%
518	Elven Lands: Tirranwn	Climb the Tower of Voices.	Climb the Tower of Voices.	N/A	10	34.4%
519	Elven Lands: Tirranwn	Burn some logs using the everlasting bonfire in the Tower of Voices.	Burn some logs using the everlasting bonfire in the Tower of Voices.	1 Firemaking	10	38.1%
520	Elven Lands: Tirranwn	Activate the lodestone in Prifddinas.	Activate the Prifddinas lodestone.	N/A	10	60.5%
521	Elven Lands: Tirranwn	Activate the lodestone in Tirannwn.	Activate the Tirannwn lodestone.	N/A	10	37.1%
522	Elven Lands: Tirranwn	Restore your prayer using the altar in Lletya.	Restore your prayer using the altar in Lletya.	1 Prayer	10	28.5%
523	Elven Lands: Tirranwn	Complete the task set: Easy Tirannwn.	Complete the Easy Tirannwn achievements.	Achievement: Easy Tirannwn	30	<0.1%
524	Elven Lands: Tirranwn	Check a grown Papaya Tree in Lletya.	Check a grown papaya tree in Lletya.	57 Farming	30	3.8%
525	Elven Lands: Tirranwn	Craft 50 Death Runes.	Craft 50 death runes.	65 Runecrafting	30	1.4%
526	Elven Lands: Tirranwn	Move your house to Prifddinas.	Move your player-owned house's location to Prifddinas by speaking to an estate agent.	75 Construction	30	1.2%
527	Elven Lands: Tirranwn	Use an Elven Teleport Crystal.	Use a crystal teleport seed.	N/A	30	16%
528	Elven Lands: Tirranwn	Equip Iban's staff.	Equip Iban's staff.	50 Magic	30	2.1%
529	Elven Lands: Tirranwn	Catch 10 Pawyas in Isafdar.	Catch 10 pawyas in Isafdar.	66 Hunter	30	0.2%
530	Elven Lands: Tirranwn	Mine 200 soft clay in Prifddinas.	Mine 200 soft clay in Prifddinas.	75 Mining	30	23.2%
531	Elven Lands: Tirranwn	Use the fairy ring in the Amlodd district.	Use the fairy ring in the Amlodd district.	Partial completion of A Fairy Tale II - Cure a Queen	30	3.7%
532	Elven Lands: Tirranwn	Complete the task set: Medium Tirannwn.	Complete the Medium Tirannwn achievements.	Achievement: Medium Tirannwn	30	<0.1%
533	Elven Lands: Tirranwn	Plant a mushroom seed in the mushroom patch in Isafdar.	Plant a mushroom seed in the mushroom patch in Isafdar.	53 Farming	80	<0.1%
534	Elven Lands: Tirranwn	Defeat 30 Cadarn warriors in Prifddinas.	Defeat 30 Cadarn warriors in Prifddinas.	N/A	80	4.4%
535	Elven Lands: Tirranwn	Harvest some harmony moss from a harmony pillar.	Harvest some harmony moss from a harmony pillar.	75 Farming	80	1%
536	Elven Lands: Tirranwn	Complete the Hefin Agility course with a light creature familiar summoned.	Complete the Hefin Agility course with a light creature familiar summoned.	77 Agility, 88 Summoning, 71 Divination	80	<0.1%
537	Elven Lands: Tirranwn	Cleanse the Corrupted Seren stone with 5 cleansing crystals.	Cleanse the corrupted Seren stone with 5 cleansing crystals.	75 Prayer	80	3.9%
538	Elven Lands: Tirranwn	Complete 10 laps of the Hefin agility course.	Complete 10 laps of the Hefin agility course.	77 Agility	80	4.4%
539	Elven Lands: Tirranwn	Harvest 100 Incandescent energy from Incandescent Wisps.	Harvest 100 incandescent energy from incandescent wisps.	95 Divination	80	0.1%
540	Elven Lands: Tirranwn	Equip a Dark bow.	Equip a dark bow.	90 Slayer, 70 Ranged, 70 Defence	80	0.1%
541	Elven Lands: Tirranwn	Defeat 30 Dark beasts in Tirannwn.	Defeat 30 dark beasts in Tirannwn.	90 Slayer	80	0.8%
542	Elven Lands: Tirranwn	Equip a Crystal halberd.	Equip a crystal halberd.	50 Agility, 70 Attack	80	6.4%
543	Elven Lands: Tirranwn	Equip a Crystal shield.	Equip a crystal shield.	50 Agility, 70 Defence	80	1.4%
544	Elven Lands: Tirranwn	Equip a Crystal bow.	Equip a crystal bow.	50 Agility, 70 Ranged	80	1%
545	Elven Lands: Tirranwn	Catch 25 Grenwalls in Isafdar.	Catch 25 grenwalls in Isafdar.	77 Hunter	80	<0.1%
546	Elven Lands: Tirranwn	Defeat 10 Elf warriors in Lletya.	Defeat 10 elf warriors in Lletya.	N/A	80	14.1%
547	Elven Lands: Tirranwn	Chop 50 Magic logs in Tirannwn.	Chop 50 magic logs in Tirannwn.	80 Woodcutting	80	0.6%
548	Elven Lands: Tirranwn	Open the crystal chest in Prifddinas 10 times.	Open the crystal chest in Prifddinas 10 times.	N/A	80	4.1%
549	Elven Lands: Tirranwn	Charge a piece of Dragonstone jewellery using the Tears of Seren.	Charge a piece of dragonstone jewellery using the Tears of Seren.	Completion of Legends' Quest	80	<0.1%
550	Elven Lands: Tirranwn	Complete the task set: Hard Tirannwn.	Complete the Hard Tirannwn achievements.	Achievement: Hard Tirannwn	80	<0.1%
551	Elven Lands: Tirranwn	Enter the Gorajo Hoardstalker resource dungeon.	Enter the Gorajo Hoardstalker resource dungeon.	95 Dungeoneering	150	<0.1%
552	Elven Lands: Tirranwn	Have Lady Ithell create a crystal pickaxe, hatchet, or mattock.	Have Lady Ithell create a crystal pickaxe, hatchet, or mattock.	70 Smithing, 70 Invention	150	<0.1%
553	Elven Lands: Tirranwn	Find all of the memoriam crystals in Prifddinas.	Find all of the memoriam crystals in Prifddinas.	N/A	150	<0.1%
554	Elven Lands: Tirranwn	Aid Lord Amlodd in cleansing shadow cores.	Complete the I'm Forever Washing Shadows achievement.	71 Divination	150	<0.1%
555	Elven Lands: Tirranwn	Help Lady Ithell with crystal singing research.	Complete the Sing for the Lady achievement.	75 Smithing, 75 Crafting	150	<0.1%
556	Elven Lands: Tirranwn	Aid Lady Trahaearn in removing some corruption by smelting 100 corrupted ore.	Complete the Uncorrupted Ore achievement.	75 Mining, 75 Smithing	150	<0.1%
557	Elven Lands: Tirranwn	Check a grown Crystal Tree in the Tower of Voices.	Check a grown crystal tree in the Tower of Voices.	94 Farming	150	<0.1%
558	Elven Lands: Tirranwn	Have 4 elven clans suspect you of thieving at the same time.	Have 4 elven clans suspect you of thieving at the same time. If you have the Five Finger Discount relic this task is completed when pickpocketing an elf.	75 Thieving	150	<0.1%
559	Elven Lands: Tirranwn	Chop a log from an elder tree you have grown in the Prifddinas farming patch, then fletch it into a shortbow.	Chop a log from an elder tree you have grown in the Prifddinas farming patch, then fletch it into an elder shortbow.	90 Farming, 90 Woodcutting, 90 Fletching	150	<0.1%
560	Elven Lands: Tirranwn	Catch a Crystal impling.	Catch a crystal impling.	80 Hunter	150	<0.1%
561	Elven Lands: Tirranwn	Craft an Attuned crystal teleport seed.	Craft an attuned crystal teleport seed.	85 Crafting, 85 Smithing	150	<0.1%
562	Elven Lands: Tirranwn	Mine 50 Light animica in Isafdar.	Mine 50 light animica in Isafdar.	90 Mining	150	<0.1%
563	Elven Lands: Tirranwn	Chop 25 Elder logs in Tirannwn.	Chop 25 elder logs in Tirannwn.	90 Woodcutting	150	<0.1%
564	Elven Lands: Tirranwn	Catch 75 Crystal skillchompas in Isafdar.	Catch 75 crystal skillchompas in Isafdar.	97 Hunter	150	<0.1%
565	Elven Lands: Tirranwn	Complete the task set: Elite Tirannwn.	Complete the Elite Tirannwn achievements.	Achievement: Elite Tirannwn	150	<0.1%
566	Elven Lands: Tirranwn	Complete a Seren symbol.	Create a Seren's symbol.	75 Farming, 75 Prayer	150	<0.1%
567	Elven Lands: Tirranwn	Obtain the titles of the elven clans.	Obtain the titles of the elven clans.	Various	150	<0.1%
568	Elven Lands: Tirranwn	Perform well enough in Rush of Blood to impress Morvran.	Complete the Make Them Bleed achievement.	N/A	150	<0.1%
569	Elven Lands: Tirranwn	Reach inside the Motherlode Maw 5 times.	Reach inside the Motherlode Maw 5 times.	115 Dungeoneering	150	<0.1%
570	Elven Lands: Tirranwn	Obtain 'the Elven' title by purchasing each of the elven clan capes.	Obtain the Elven title by purchasing each of the elven clan capes.	Various	150	<0.1%
571	Elven Lands: Tirranwn	Obtain the 'Dark Lord' title by unlocking a selection of titles from Prifddinas.	Obtain the Dark Lord title by completing the Sort of Crystally achievement.	Various	150	<0.1%
630	Wilderness: General	Use the bank at the Mage Arena.	Use the Mage Arena bank.	N/A	10	45.7%
631	Wilderness: General	Defeat the Chaos Elemental.	Defeat the Chaos Elemental once.	N/A	10	19.3%
632	Wilderness: General	Defeat the Chaos Elemental. (100 times)	Defeat the Chaos Elemental 100 times.	N/A	10	1.4%
633	Wilderness: General	Reach a score of 10 using the strange switches in the Wilderness.	Reach a score of 10 using the strange switches in the Wilderness.	N/A	10	10.8%
634	Wilderness: General	Jump over the Wilderness wall.	Jump over the Wilderness wall.	N/A	10	74.1%
635	Wilderness: General	Activate the lodestone near the Wilderness Crater.	Activate the Wilderness Crater lodestone.	N/A	10	69.7%
636	Wilderness: Daemonheim	Complete a Frozen floor in Daemonheim.	Complete a Frozen floor in Daemonheim.	1 Dungeoneering	10	34.4%
637	Wilderness: Daemonheim	Make use of either an autoheater, gem bag, herbicide, bonecrusher or charming imp.	Make use of either an autoheater, gem bag, herbicide, bonecrusher or charming imp.	2000 dungeoneering token	10	50.6%
638	Wilderness: General	Enter the chaos tunnels from an entrance in the Wilderness.	Enter the Chaos Tunnels from an entrance in the Wilderness.	N/A	10	43.2%
639	Wilderness: General	Defeat a Black Unicorn in the Wilderness.	Defeat a black unicorn in the Wilderness.	N/A	10	54.6%
640	Wilderness: General	Complete the task set: Easy Wilderness.	Complete the Easy Wilderness achievements.	Achievement: Easy Wilderness	30	8.5%
641	Wilderness: General	Defeat the King Black Dragon.	Defeat the King Black Dragon once.	N/A	30	24.5%
642	Wilderness: General	Defeat the King Black Dragon. (100 times)	Defeat the King Black Dragon 100 times.	N/A	30	0.4%
643	Wilderness: General	Sacrifice Dragon bones on the Chaos Altar.	Sacrifice dragon bones on the chaos altar in the Wilderness.	1 Prayer	30	31.6%
644	Wilderness: General	Cast the Claws of Guthix special attack.	Cast the Claws of Guthix special attack.	60 Magic	30	5.2%
645	Wilderness: General	Defeat 5 Green dragons.	Defeat 5 green dragons.	N/A	30	31.5%
646	Wilderness: General	Complete 10 laps of the Wilderness agility course.	Complete 10 laps of the Wilderness agility course.	52 Agility	30	17.1%
647	Wilderness: General	Equip a Saradomin, Zamorak, or Guthix cape.	Equip a Saradomin, Zamorak, or Guthix cape.	60 Magic	30	8.9%
648	Wilderness: General	Visit any Runecrafting altar through the Abyss.	Visit any Runecrafting altar through the Abyss.	Completion of Enter the Abyss (miniquest)	30	29%
649	Wilderness: General	Defeat 10 Fetid Zombies.	Defeat 10 fetid zombies.	N/A	30	26.5%
650	Wilderness: General	Defeat 20 Bound Skeletons.	Defeat 20 bound skeletons.	N/A	30	13.5%
651	Wilderness: Daemonheim	Defeat the Rammernaut.	Defeat the Rammernaut.	35 Dungeoneering	30	1.8%
652	Wilderness: General	Defeat Bossy McBoss Face.	Defeat Bossy McBoss Face.	N/A	30	2%
653	Wilderness: General	Activate and teleport from each of the Wilderness teleport obelisks.	Activate and teleport from each of the Wilderness teleport obelisks.	N/A	30	10.2%
654	Wilderness: General	Defeat Bossy McBossface's first mate.	Defeat Bossy McBossface's first mate.	N/A	30	1%
655	Wilderness: General	Complete the task set: Medium Wilderness.	Complete the Medium Wilderness achievements.	Achievement: Medium Wilderness	30	0.7%
656	Wilderness: General	Defeat the King Black Dragon while wearing black dragonhide in six equipment slots. Can only be completed in a solo instance.	Defeat the King Black Dragon while wearing black dragonhide in six equipment slots.	60 Defence	80	1.6%
657	Wilderness: General	Defeat one of each revenant creature in the Forinthry dungeon.	Defeat one of each revenant creature in the Forinthry dungeon.	N/A	80	2.1%
658	Wilderness: General	Equip a Statius's warhammer.	Equip a Statius's warhammer.	78 Attack	80	<0.1%
659	Wilderness: General	Catch 25 Black Salamanders.	Catch 25 black salamanders.	67 Hunter	80	0.4%
660	Wilderness: Daemonheim	Restore an artefact from the Daemonheim digsite.	Restore an artefact from the Daemonheim digsite.	73 Archaeology	80	0.7%
661	Wilderness: General	Defeat the Corporeal Beast.	Defeat the Corporeal Beast once.	Completion of Summer's End	80	<0.1%
662	Wilderness: General	Defeat the Corporeal Beast. (100 times)	Defeat the Corporeal Beast 100 times.	Completion of Summer's End	80	<0.1%
663	Wilderness: Daemonheim	Defeat the Skeletal Trio.	Defeat the Skeletal Trio.	71 Dungeoneering	80	0.4%
664	Wilderness: Daemonheim	Upgrade your Gem bag.	Upgrade your gem bag.	40 Dungeoneering, 45 Crafting	80	0.4%
665	Wilderness: General	Equip a pair of Steadfast boots.	Equip a pair of steadfast boots.	85 Defence	80	<0.1%
666	Wilderness: General	Equip a pair of Glaiven boots.	Equip a pair of glaiven boots.	85 Defence	80	<0.1%
667	Wilderness: General	Equip a pair of Ragefire boots.	Equip a pair of ragefire boots.	85 Defence	80	<0.1%
668	Wilderness: General	Complete the task set: Hard Wilderness.	Complete the Hard Wilderness achievements.	Achievement: Hard Wilderness	80	<0.1%
678	Wilderness: Daemonheim	Equip a Chaotic weapon or kiteshield.	Equip a chaotic weapon or kiteshield.	80 Dungeoneering, 80 Attack OR 80 Ranged OR 80 Magic OR 80 Defence	80	0.1%
669	Wilderness: General	Equip the Hellfire bow.	Equip the hellfire bow.	N/A	150	<0.1%
670	Wilderness: General	Complete a slayer task from Mandrith.	Complete a slayer task from Mandrith.	N/A	150	<0.1%
671	Wilderness: General	Chop 20 Bloodwood logs in the Wilderness.	Chop 20 bloodwood logs in the Wilderness.	85 Woodcutting	150	<0.1%
672	Wilderness: General	Unlock the Greater Flurry, Barge, and Fury abilities.	Unlock the Greater Flurry, Barge, and Fury abilities.	Various	150	<0.1%
673	Wilderness: General	Crack 6 safes inside the Rogues' Castle.	Crack 6 safes inside the Rogues' Castle.	62 Thieving	150	<0.1%
674	Wilderness: General	Defeat 5 Ripper Demons.	Defeat 5 ripper demons.	96 Slayer	150	<0.1%
675	Wilderness: General	Defeat 10 Lava Strykewyrms in the Wilderness, south of the Lava Maze.	Defeat 10 lava strykewyrms in the Wilderness, south of the Lava Maze.	94 Slayer	150	<0.1%
676	Wilderness: General	Equip Annihilation, Decimation, or Obliteration.	Equip Annihilation, Decimation, or Obliteration.	87 Attack, 87 Ranged, 87 Magic	150	<0.1%
677	Wilderness: Daemonheim	Kill Blink in a solo Dungeoneering instance, without dying.	Kill Blink in a solo Dungeoneering instance without dying.	117 Dungeoneering	150	<0.1%
679	Wilderness: General	Defeat every miniboss inside the Dragonkin Laboratory.	Defeat every miniboss inside the Dragonkin Laboratory.	95 Dungeoneering	150	<0.1%
680	Wilderness: General	Defeat the Black Stone Dragon.	Defeat the black stone dragon once.	N/A	150	<0.1%
681	Wilderness: General	Defeat the Black Stone Dragon. (25 times)	Defeat the black stone dragon 25 times.	N/A	150	<0.1%
682	Wilderness: General	Complete the task set: Elite Wilderness.	Complete the Elite Wilderness achievements.	Achievement: Elite Wilderness	150	<0.1%
683	Wilderness: General	Defeat 25 Hydrix dragons in the Wilderness.	Defeat 25 hydrix dragons in the Wilderness.	101 Slayer	150	<0.1%
684	Wilderness: General	Defeat 10 Abyssal lords in the Wilderness.	Defeat 10 abyssal lords in the Wilderness.	115 Slayer	150	<0.1%
685	Wilderness: Daemonheim	Mine 30 Primal ores.	Mine 30 primal ores.	99 Mining	150	<0.1%
686	Wilderness: Daemonheim	Smelt 150 Primal bars.	Smelt 150 primal bars.	99 Smithing	150	<0.1%
687	Wilderness: Daemonheim	Defeat Kal'Ger the Warmonger.	Defeat Kal'Ger the Warmonger.	90 Dungeoneering	150	<0.1%
689	Wilderness: General	Defeat the Ambassador.	Defeat the Ambassador once.	N/A	150	<0.1%
690	Wilderness: General	Defeat the Ambassador. (25 times)	Defeat the Ambassador 25 times.	N/A	150	<0.1%
691	Wilderness: General	Equip a Spectral, Arcane, Elysian, or Divine spirit shield.	Equip a spectral, arcane, Elysian, or divine spirit shield.	75 Defence, 75 Prayer	150	<0.1%
692	Wilderness: General	Defeat the Ambassador after allowing 4 unstable black holes to explode.	Defeat the Ambassador after allowing 4 unstable black holes to explode.	N/A	150	<0.1%
688	Wilderness: General	Equip an Eldritch Crossbow.	Equip an eldritch crossbow.	92 Ranged	150	<0.1%
